"company","id","isExpired","jobType","jobType.0","jobType.1","jobType.2","jobType.3","jobType.4","jobType.5","jobType.6","location","positionName","postedAt","postingDateParsed","rating","reviewsCount","salary","scrapedAt","searchInput.country","searchInput.position","urlInput"
"Quion Groep B.V.","f14ec5074d67b1ef","false",NA,"Fulltime","","","","","","","2909 Capelle aan den IJssel","Senior Business Analist (Datamanagement)","4 dagen geleden",NA,2.3,4,"€ 4.499 - € 6.425 per maand","2024-08-09T18:40:27.059Z","NL","Data Analyst",NA
"Rabobank","eaa736524cf76790","false",NA,"Fulltime","","","","","","","3521 Utrecht","Business Analyst","7 dagen geleden",NA,3.9,1426,"","2024-08-09T18:40:27.168Z","NL","Data Analyst",NA
"B&S","952529b5e5d158e3","false",NA,"Fulltime","","","","","","","Farmsum","Commercial Data Analyst","8 dagen geleden",NA,3.3,13,"Tot € 4.500 per maand","2024-08-09T18:40:27.256Z","NL","Data Analyst",NA
"Belastingdienst","683ed6002cfc639f","false",NA,"Parttime","","","","","","","3521 Utrecht","Data analist","10 dagen geleden",NA,3.6,223,"€ 4.691 - € 6.907 per maand","2024-08-09T18:40:27.649Z","NL","Data Analyst",NA
"Interfood","0c76191e5bdcc830","false",NA,"Fulltime","","","","","","","Nederland","Business Analyst Global","7 dagen geleden",NA,3.9,23,"","2024-08-09T18:40:27.700Z","NL","Data Analyst",NA
"Albert Heijn","ecf4dfcc1cedc2e0","false",NA,"Fulltime","","","","","","","1506 Zaandam","Junior Data Scientist Digital","8 dagen geleden",NA,3.6,3590,"","2024-08-09T18:40:27.878Z","NL","Data Analyst",NA
"Stedin","dde0b3ab9f833856","false",NA,"","","","","","","","Rotterdam","Analist Business Intelligence","4 dagen geleden",NA,3.8,20,"","2024-08-09T18:40:30.279Z","NL","Data Analyst",NA
"IKEA","981c7a50ffb3d3c4","false",NA,"Fulltime","","","","","","","Amsterdam","DATA ANALYST, OMNI MEETING POINTS, RETAIL INSIGHTS & ANALYTICS","8 dagen geleden",NA,3.7,12613,"","2024-08-09T18:40:30.380Z","NL","Data Analyst",NA
"Laborie Medical Technologies Corp","ff41a2466ede3c91","false",NA,"Fulltime","","","","","","","1081 Amsterdam Zuid","Market Research Analyst","9 dagen geleden",NA,3.6,37,"","2024-08-09T18:40:30.444Z","NL","Data Analyst",NA
"Mindray","c3efe0444031e549","false",NA,"","","","","","","","Hoevelaken","Data Specialist - NWEU (based in Netherlands)","11 dagen geleden",NA,3.4,104,"","2024-08-09T18:40:30.550Z","NL","Data Analyst",NA
"FIT","8753b6d3d3911df3","false",NA,"Fulltime","","","","","","","Dordrecht","Master Data Analyst","8 dagen geleden",NA,5,4,"","2024-08-09T18:40:30.627Z","NL","Data Analyst",NA
"Société Générale","7abf7b88fe59592c","false",NA,"","","","","","","","Amsterdam","FIG Analyst – M/W- H/F/X","8 dagen geleden",NA,3.8,3666,"","2024-08-09T18:40:30.866Z","NL","Data Analyst",NA
"DHL","e8c3f2833616c857","false",NA,"","","","","","","","6225 Maastricht","Business Analyst ITDS","11 dagen geleden",NA,3.6,27754,"","2024-08-09T18:40:30.915Z","NL","Data Analyst",NA
"Cosun","2bce001846b10268","false",NA,"Fulltime","","","","","","","2407 Alphen aan den Rijn","Lead Data Analist","11 dagen geleden",NA,4.5,25,"","2024-08-09T18:40:30.978Z","NL","Data Analyst",NA
"Rabobank","e89cbfc48d819e4e","false",NA,"Fulltime","","","","","","","3521 Utrecht","Data Management Consultant","8 dagen geleden",NA,3.9,1426,"","2024-08-09T18:40:31.087Z","NL","Data Analyst",NA
"Ring of Security B.V. - H42","9dedd364db112322","false",NA,"Fulltime","","","","","","","Amsterdam","Product Data Analyst, Ring AI Data Engineering & Analytics","8 dagen geleden",NA,3.5,49998,"","2024-08-09T18:40:31.627Z","NL","Data Analyst",NA
"AMPSTEK","e58afc485e8a02a6","false",NA,"Contract","","","","","","","Thuiswerk","Qlik Replicate/Qlik Data Integration_ Across Europe Remote","11 dagen geleden",NA,NA,NA,"","2024-08-09T18:40:31.898Z","NL","Data Analyst",NA
"ILIAS Solutions","489c8edeb0dba271","false",NA,"","","","","","","","1322 Almere","Data Analyst","9 dagen geleden",NA,NA,NA,"","2024-08-09T18:40:32.368Z","NL","Data Analyst",NA
"EIFFEL","2b254631e64fd1a6","false",NA,"","","","","","","","2490 Den Haag","Medior Data Engineer","10 dagen geleden",NA,4.1,30,"€ 2.800 - € 3.500 per maand","2024-08-09T18:40:32.567Z","NL","Data Analyst",NA
"House of Bèta","bde86074de29b4ff","false",NA,"Parttime","Fulltime","","","","","","Den Bosch","Traineeship Data Science","7 dagen geleden",NA,4.7,20,"€ 2.972 per maand","2024-08-09T18:40:32.640Z","NL","Data Analyst",NA
"Action","85e5cda13d6c4900","false",NA,"Parttime","Fulltime","","","","","","Zwaagdijk-Oost","Digital Marketing Analyst","11 dagen geleden",NA,2.9,2040,"","2024-08-09T18:40:32.779Z","NL","Data Analyst",NA
"Rabobank","70d57f378516250f","false",NA,"Fulltime","","","","","","","3526 Utrecht","Business Analyst Rabo Identity Services","7 dagen geleden",NA,3.9,1426,"","2024-08-09T18:40:32.848Z","NL","Data Analyst",NA
"a.s.r.","3fb358b6394e4033","false",NA,"","","","","","","","Utrecht","ICT Consultant Schade","8 dagen geleden",NA,4.1,103,"€ 3.400 - € 6.400 per maand","2024-08-09T18:40:32.969Z","NL","Data Analyst",NA
"Coolgradient","98afd6e161e5e8ea","false",NA,"Full-time","","","","","","","1062 Amsterdam Nieuw-West","Medior Data Analyst","9 dagen geleden",NA,NA,NA,"€ 35 - € 50 per uur","2024-08-09T18:40:32.863Z","NL","Data Analyst",NA
"Gaming Laboratories International","a5aacc41e7d75f96","false",NA,"","","","","","","","Haarlem","Math Analyst I_NL","9 dagen geleden",NA,3.4,62,"","2024-08-09T18:40:33.250Z","NL","Data Analyst",NA
"Rituals","5cdd99f27f7dbd55","false",NA,"","","","","","","","Amsterdam","Business Analyst - Procurement and Sourcing","9 dagen geleden",NA,3.3,699,"","2024-08-09T18:40:33.432Z","NL","Data Analyst",NA
"Equinix","0201e8deb0e57a97","false",NA,"Fulltime","","","","","","","1096 Amsterdam Oost","Junior Business Process Analyst- Dutch & English required","7 dagen geleden",NA,3.7,358,"","2024-08-09T18:40:33.644Z","NL","Data Analyst",NA
"Stedin","1736deb6cf5e219b","false",NA,"Parttime","Fulltime","","","","","","Rotterdam","Data Analist","7 dagen geleden",NA,3.8,20,"€ 5.792 per maand","2024-08-09T18:40:34.511Z","NL","Data Analyst",NA
"Boston Scientific Corporation","c51ded30349fc47e","false",NA,"","","","","","","","Kerkrade","Data Analyst- Capital Equipment and Customer Care EMEA","11 dagen geleden",NA,3.9,2286,"","2024-08-09T18:40:34.882Z","NL","Data Analyst",NA
"House of Bèta","170a5cb9ec8f93ac","false",NA,"Fulltime","","","","","","","Amsterdam","Junior Data Specialist","10 dagen geleden",NA,4.7,20,"€ 3.250 per maand","2024-08-09T18:40:35.237Z","NL","Data Analyst",NA
"Beequip","a5b4b542ead26396","false",NA,"Fulltime","","","","","","","3016 Rotterdam","Data Analyst","11 dagen geleden",NA,5,2,"","2024-08-09T18:40:35.567Z","NL","Data Analyst",NA
"Amadeus","695b2a8690b81e08","false",NA,"Fulltime","","","","","","","3511 Utrecht","Product Designer","8 dagen geleden",NA,4,320,"","2024-08-09T18:40:35.776Z","NL","Data Analyst",NA
"Fujifilm Manufacturing Europe B.V.","2a6575683574fd33","false",NA,"Vaste baan","Parttime","Fulltime","","","","","5047 Tilburg","Customs Master Data Analyst","11 dagen geleden",NA,NA,NA,"€ 3.261 - € 4.615 per maand","2024-08-09T18:40:35.843Z","NL","Data Analyst",NA
"Hogeschool Utrecht","82bc2b1f4b557d91","false",NA,"Fulltime","","","","","","","Utrecht","Senior Mendix Ontwikkelaar Research","4 dagen geleden",NA,3.2,34,"€ 6.114,87 per maand","2024-08-09T18:40:36.355Z","NL","Data Analyst",NA
"ON THAT ASS","f8526f599a906dd7","false",NA,"","","","","","","","5248 Rosmalen","Senior Data Analist","13 dagen geleden",NA,NA,NA,"€ 5.000 - € 6.000 per maand","2024-08-09T18:40:38.181Z","NL","Data Analyst",NA
"Lunet","61573a58c75020e1","false",NA,"Parttime","","","","","","","Eindhoven","Data - Analist","9 dagen geleden",NA,3.4,28,"","2024-08-09T18:40:38.363Z","NL","Data Analyst",NA
"Corbion","ead97421caa1c260","false",NA,"Fulltime","","","","","","","Gorinchem","Senior B2B Pricing Analyst","12 dagen geleden",NA,3.2,86,"","2024-08-09T18:40:38.479Z","NL","Data Analyst",NA
"Gemeente Zwolle","5b011ed570333113","false",NA,"Parttime","","","","","","","Zwolle","Data-analist","10 dagen geleden",NA,4.3,15,"Tot € 5.621 per maand","2024-08-09T18:40:38.879Z","NL","Data Analyst",NA
"FLYR Labs","913856da06581a7e","false",NA,"","","","","","","","Amsterdam","Senior Fullstack Engineer","7 dagen geleden",NA,2.8,4,"","2024-08-09T18:40:39.044Z","NL","Data Analyst",NA
"VvAA","072075c376d24713","false",NA,"","","","","","","","Utrecht","Marketing Data Analist","9 dagen geleden",NA,4.1,22,"€ 4.250 - € 4.950 per maand","2024-08-09T18:40:39.122Z","NL","Data Analyst",NA
"MVGM","dcc59d1c7191a986","false",NA,"Parttime","Fulltime","","","","","","2288 Rijswijk","Werkstudent Data Analytics | MVGM Wonen","8 dagen geleden",NA,3.1,29,"","2024-08-09T18:40:39.300Z","NL","Data Analyst",NA
"Hollister Incorporated","a82af5e548509f6d","false",NA,"","","","","","","","Amersfoort","Business Analyst Benelux","8 dagen geleden",NA,3.6,142,"","2024-08-09T18:40:39.515Z","NL","Data Analyst",NA
"Converse","f1e7e7231671da4e","false",NA,"Fulltime","","","","","","","Hilversum","Digital Analyst WE - Converse","8 dagen geleden",NA,4,772,"","2024-08-09T18:40:39.553Z","NL","Data Analyst",NA
"Albert Heijn","e39dc1526d7e073d","false",NA,"Fulltime","","","","","","","1506 Zaandam","Junior Machine Learning Engineer Digital","8 dagen geleden",NA,3.6,3590,"","2024-08-09T18:40:40.137Z","NL","Data Analyst",NA
"EVBox","fad9d8f5cebff118","false",NA,"","","","","","","","Amsterdam","Business Finance Analyst/Junior Business Controller","8 dagen geleden",NA,3.8,12,"","2024-08-09T18:40:40.970Z","NL","Data Analyst",NA
"Erasmus MC","4efe6171687bf7f4","false",NA,"Uitzicht op vast","Bepaalde tijd","","","","","","Rotterdam","Data analist bij de Zorgadministratie","9 dagen geleden",NA,3.9,88,"€ 4.678 - € 6.402 per maand","2024-08-09T18:40:41.725Z","NL","Data Analyst",NA
"Irdeto","d868dea9284e96b0","false",NA,"Fulltime","Stage","","","","","","Hoofddorp","Market Intelligence Intern","8 dagen geleden",NA,3.8,44,"","2024-08-09T18:40:42.280Z","NL","Data Analyst",NA
"ZDHC Foundation","e2773791fb1c0e95","false",NA,"Fulltime","","","","","","","Amsterdam","(Junior) Financial Analyst","9 dagen geleden",NA,NA,NA,"","2024-08-09T18:40:42.692Z","NL","Data Analyst",NA
"Rijksvastgoedbedrijf (Ministerie van BZK)","6cc819cfb9d412ee","false",NA,"Uitzicht op vast","Fulltime","Bepaalde tijd","","","","","Den Haag","Business Analist","9 dagen geleden",NA,3.5,8,"","2024-08-09T18:40:42.665Z","NL","Data Analyst",NA
"Holland Talent Group","a4b1a459895f60dd","false",NA,"Parttime","Fulltime","","","","","","Rijnsburg","Business Analist mét een passie voor...","8 dagen geleden",NA,NA,NA,"€ 4.000 - € 7.000 per maand","2024-08-09T18:40:42.733Z","NL","Data Analyst",NA
"Johnson Controls International","c8fd914b69eba960","false",NA,"Fulltime","","","","","","","6100 Echt","Senior Financial Analyst","8 dagen geleden",NA,3.6,8402,"","2024-08-09T18:40:42.771Z","NL","Data Analyst",NA
"Atradius","603cdc9c5c59796d","false",NA,"Fulltime","","","","","","","1066 Amsterdam","Senior Quantitative Analyst/ Quantitative Risk Manager","11 dagen geleden",NA,4.1,35,"","2024-08-09T18:40:43.046Z","NL","Data Analyst",NA
"Politie","452febf04d4424fd","false",NA,"Uitzicht op vast","Fulltime","Proeftijd","","","","","Driebergen","analist Electronic Crimes Taskforce","11 dagen geleden",NA,4,220,"€ 2.888 - € 4.714 per maand","2024-08-09T18:40:43.315Z","NL","Data Analyst",NA
"Coöperatie VGZ","c039b61c87675912","false",NA,"Fulltime","","","","","","","Arnhem","Data Engineer","8 dagen geleden",NA,3.9,142,"","2024-08-09T18:40:43.649Z","NL","Data Analyst",NA
"Wageningen University & Research","0485ec93a0dcd2c0","false",NA,"Bepaalde tijd","","","","","","","Wageningen","Analist met een achtergrond in analytische chemie","8 dagen geleden",NA,4.2,18,"€ 2.695 - € 4.001 per maand","2024-08-09T18:40:44.225Z","NL","Data Analyst",NA
"Coolgradient","a62f065e996fa46d","false",NA,"Full-time","","","","","","","1062 Amsterdam Nieuw-West","Lead Data Scientist","9 dagen geleden",NA,NA,NA,"€ 3.000 - € 8.000 per maand","2024-08-09T18:40:44.535Z","NL","Data Analyst",NA
"Coöperatie VGZ","999ddac416609ca0","false",NA,"Fulltime","","","","","","","Eindhoven","Informatie Analist","8 dagen geleden",NA,3.9,142,"","2024-08-09T18:40:44.949Z","NL","Data Analyst",NA
"Bullhorn","3cf8092fbd19d002","false",NA,"Fulltime","","","","","","","Thuiswerk","Compliance Analyst","8 dagen geleden",NA,3.9,29,"","2024-08-09T18:40:45.324Z","NL","Data Analyst",NA
"Achmea","dcf27862dff6d8a9","false",NA,"Parttime","","","","","","","Tilburg","Business Analist - Business Intelligence","8 dagen geleden",NA,3.8,224,"€ 3.855 - € 5.293 per maand","2024-08-09T18:40:45.765Z","NL","Data Analyst",NA
"Politie","5eeb78f377aea22c","false",NA,"Uitzicht op vast","Fulltime","","","","","","Rotterdam","financieel analist grootboekbeheer","10 dagen geleden",NA,4,220,"€ 3.138 - € 5.055 per maand","2024-08-09T18:40:46.034Z","NL","Data Analyst",NA
"SSC-ICT (Ministerie van BZK)","057e2900b131c7b8","false",NA,"Uitzicht op vast","Fulltime","Bepaalde tijd","","","","","Den Haag","Security Analist","10 dagen geleden",NA,NA,NA,"","2024-08-09T18:40:46.154Z","NL","Data Analyst",NA
"Belastingdienst","823a8fb5f4451203","false",NA,"Parttime","","","","","","","7314 Apeldoorn","Senior Business performance & financial analist","9 dagen geleden",NA,3.6,223,"€ 5.212 - € 7.747 per maand","2024-08-09T18:40:46.229Z","NL","Data Analyst",NA
"TKH Security","c4199790ed899637","false",NA,"Parttime","Fulltime","","","","","","Zoetermeer","Business Analist","4 dagen geleden",NA,4.7,7,"€ 2.700 - € 4.700 per maand","2024-08-09T18:40:46.263Z","NL","Data Analyst",NA
"WerkTalent","9f938a615094ef23","false",NA,"Fulltime","","","","","","","4817 Breda","Junior Controller / Data Analist|€3000-€3500","10 dagen geleden",NA,4.4,50,"€ 3.000 - € 3.500 per maand","2024-08-09T18:40:46.644Z","NL","Data Analyst",NA
"Radboudumc","321a9f7b83c26410","false",NA,"Uitzicht op vast","","","","","","","Nijmegen","Data-analist acute zorg","10 dagen geleden",NA,3.9,54,"€ 3.655 - € 5.010 per maand","2024-08-09T18:40:46.664Z","NL","Data Analyst",NA
"Ministerie van Justitie en Veiligheid, Justitiële ICT Organisatie (JIO)","351e94ecb6473914","false",NA,"Parttime","Uitzicht op vast","Fulltime","Bepaalde tijd","","","","Gouda","Business intelligence ontwikkelaar","8 dagen geleden",NA,NA,NA,"","2024-08-09T18:40:48.032Z","NL","Data Analyst",NA
"Gemeente Amsterdam","e4307efaada5b574","false",NA,"Parttime","Fulltime","","","","","","Amsterdam","Data-analist Belastingen","7 dagen geleden",NA,4,188,"€ 4.211 - € 5.997 per maand","2024-08-09T18:40:48.559Z","NL","Data Analyst",NA
"Medtronic","c6629c4b95b9a1fb","false",NA,"Fulltime","","","","","","","Heerlen","Diabeter Principal IT Business Analyst/Product Owner","11 dagen geleden",NA,3.8,5366,"","2024-08-09T18:40:48.524Z","NL","Data Analyst",NA
"Rabobank","aefbe1d51d57e5ea","false",NA,"Fulltime","","","","","","","3521 Utrecht","Senior Finance & Risk Analyst","8 dagen geleden",NA,3.9,1426,"€ 3.677,26 - € 5.252,05 per maand","2024-08-09T18:40:48.640Z","NL","Data Analyst",NA
"Mimecast","64c72ac4cf3ccb00","false",NA,"","","","","","","","Hilversum","Sales Operations Analyst (German Speaker)","8 dagen geleden",NA,3.5,28,"","2024-08-09T18:40:48.940Z","NL","Data Analyst",NA
"Emerson","d011881eb785765e","false",NA,"Fulltime","","","","","","","Rijswijk","Senior Business Analyst","8 dagen geleden",NA,3.8,3196,"","2024-08-09T18:40:49.122Z","NL","Data Analyst",NA
"Royal FloraHolland","9bd126d7b284eed6","false",NA,"Fulltime","","","","","","","Naaldwijk","Finance Business Analist","9 dagen geleden",NA,3.8,140,"","2024-08-09T18:40:49.227Z","NL","Data Analyst",NA
"Vermaat","addf75282171b153","false",NA,"Parttime","Fulltime","","","","","","3401 IJsselstein","Data Analist","10 dagen geleden",NA,3.5,183,"","2024-08-09T18:40:49.301Z","NL","Data Analyst",NA
"Kramp GmbH","3b627da59a754220","false",NA,"Fulltime","","","","","","","Varsseveld","Analytics Manager Operations","7 dagen geleden",NA,3.5,48,"","2024-08-09T18:40:49.373Z","NL","Data Analyst",NA
"DXC Technology","db20af1f8a80592d","false",NA,"Fulltime","","","","","","","Nederland","Security & Risk Management Consultant (With Dutch)","7 dagen geleden",NA,3.2,4649,"","2024-08-09T18:40:49.510Z","NL","Data Analyst",NA
"Fluke","f60c446ae4f45cb1","false",NA,"","","","","","","","Eindhoven","FP&A Manager/Senior Commercial Analyst","9 dagen geleden",NA,3.5,124,"","2024-08-09T18:40:49.477Z","NL","Data Analyst",NA
"Politie","77b26d49410a350c","false",NA,"Uitzicht op vast","Fulltime","Proeftijd","","","","","Den Haag","lead analist zaaksanalyse - Team Thematische Intelligence","11 dagen geleden",NA,4,220,"€ 3.484 - € 5.489 per maand","2024-08-09T18:40:49.836Z","NL","Data Analyst",NA
"Essity","1f87efe3d815488c","false",NA,"Fulltime","","","","","","","Zeist","Financial Planning & Analysis (FP&A) Analyst","7 dagen geleden",NA,3.5,372,"","2024-08-09T18:40:50.118Z","NL","Data Analyst",NA
"Thermo Fisher Scientific","d17a5b7fa8feaf74","false",NA,"Fulltime","","","","","","","2665 Bleiswijk","Sr. Payroll Compliance Analyst","7 dagen geleden",NA,3.4,5031,"€ 13 per uur","2024-08-09T18:40:50.150Z","NL","Data Analyst",NA
"Personato","855aff03c3e75f34","false",NA,"Vaste baan","Uitzicht op vast","","","","","","5931 Tegelen","Business Analist","8 dagen geleden",NA,NA,NA,"","2024-08-09T18:40:51.785Z","NL","Data Analyst",NA
"Clean Globe Staffing B.V.","693cd5312f187826","false",NA,"Net afgestudeerd","","","","","","","1017 Amsterdam Centrum","Commercial Strategy Intern – Global Carbon Markets","7 dagen geleden",NA,NA,NA,"","2024-08-09T18:40:51.845Z","NL","Data Analyst",NA
"APG","299e52c02d28782b","false",NA,"Fulltime","","","","","","","Amsterdam","DevOps Engineer - Master Data developer","12 dagen geleden",NA,3.6,39,"€ 4.500 - € 7.018 per maand","2024-08-09T18:40:52.879Z","NL","Data Analyst",NA
"LyondellBasell Industries","069ebea5067021fb","false",NA,"","","","","","","","3013 Rotterdam","Sr. Software Engineer - Security","8 dagen geleden",NA,3.7,841,"","2024-08-09T18:40:53.160Z","NL","Data Analyst",NA
"Orbisk","8b635dac2bd0c1f2","false",NA,"Full-time","Part-time","Permanent","","","","","Utrecht","Data Analyst","9 dagen geleden",NA,NA,NA,"€ 4.500 - € 6.000 per maand","2024-08-09T18:40:53.223Z","NL","Data Analyst",NA
"Magnit","42a19af62aa43cbe","false",NA,"","","","","","","","Thuiswerk","Financial Operations Analyst","9 dagen geleden",NA,3.7,377,"","2024-08-09T18:40:53.282Z","NL","Data Analyst",NA
"ABN AMRO","7934e7a34dbc4b7e","false",NA,"","","","","","","","Amersfoort","Financial Economic Crime Investigator - Senior","7 dagen geleden",NA,4.1,1346,"€ 5.847 - € 8.353 per maand","2024-08-09T18:40:53.334Z","NL","Data Analyst",NA
"ABN AMRO","705ccdf167a7ccfd","false",NA,"","","","","","","","Amsterdam","Business Developer Credit Risk","10 dagen geleden",NA,4.1,1346,"","2024-08-09T18:40:53.353Z","NL","Data Analyst",NA
"ABN AMRO","25364719c0b55af8","false",NA,"","","","","","","","Amersfoort","Financial Economic Crime Investigator - Medior","7 dagen geleden",NA,4.1,1346,"€ 5.112 - € 7.303 per maand","2024-08-09T18:40:53.505Z","NL","Data Analyst",NA
"JLL","3a84efaedeaaeb5c","false",NA,"","","","","","","","Amsterdam","Development & Asset Manager","7 dagen geleden",NA,3.7,3604,"","2024-08-09T18:40:53.903Z","NL","Data Analyst",NA
"Gemeente Amsterdam","10a5ee794310493e","false",NA,"Parttime","Fulltime","","","","","","Amsterdam","Productowner Dataplatform Core","8 dagen geleden",NA,4,188,"€ 5.008 - € 6.777 per maand","2024-08-09T18:40:54.059Z","NL","Data Analyst",NA
"Gemeente Amsterdam","8ce1899302d87ebb","false",NA,"Parttime","Fulltime","","","","","","Amsterdam","Functioneel beheerder medior","11 dagen geleden",NA,4,188,"€ 3.317 - € 4.752 per maand","2024-08-09T18:40:54.122Z","NL","Data Analyst",NA
"Stater","0408409253346f4b","false",NA,"Fulltime","","","","","","","Amersfoort","DevOps Engineer / ML-Engineer","10 dagen geleden",NA,3.1,19,"€ 4.586 - € 5.733 per maand","2024-08-09T18:40:54.160Z","NL","Data Analyst",NA
"Radboudumc","10ca2fe0964c9808","false",NA,"","","","","","","","Nijmegen","Postdoc 'Electrophysiology and stimulus discrimination'","11 dagen geleden",NA,3.9,54,"","2024-08-09T18:40:54.181Z","NL","Data Analyst",NA
"Cass Information Systems","84fa3b597fee04eb","false",NA,"Fulltime","","","","","","","4837 Breda","Client Account Analyst","9 dagen geleden",NA,NA,NA,"","2024-08-09T18:40:56.152Z","NL","Data Analyst",NA
"UNIS group","aaf41a6d595cbc80","false",NA,"Fulltime","","","","","","","Grou","Data Analist","9 dagen geleden",NA,4.6,18,"","2024-08-09T18:40:56.224Z","NL","Data Analyst",NA
"Metyis AG","eacf25b9147a6a70","false",NA,"Stage","","","","","","","Amsterdam","Data Science Intern","10 dagen geleden",NA,NA,NA,"","2024-08-09T18:40:56.508Z","NL","Data Analyst",NA
"VvAA Groep B.V.","875c82ab16748376","false",NA,"Fulltime","","","","","","","3528 Utrecht","Marketing Data Analist","9 dagen geleden",NA,NA,NA,"€ 4.750 - € 4.950 per maand","2024-08-09T18:40:56.474Z","NL","Data Analyst",NA
